gene,mouse_pooled_g,mouse_se,mouse_ci_low,mouse_ci_high,mouse_tau2,mouse_I2,mouse_same_direction_3of3,human_hedges_g,human_var_g,human_ci_low,human_ci_high,human_n_case,human_n_control,source_human_log2FC,source_human_Wald_stat,source_human_p,source_human_FDR,state,prespecified_state_gene,same_direction_mouse_human,human_contrast,interpretation_boundary
MTMR12,-0.7639086473329543,0.5012796351546842,-1.7464167322361352,0.21859943757022682,0.0,0.0,True,-0.7093522245588025,0.4481154528220743,-2.021404176106942,0.6026997269893367,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR14,-0.2386335954986695,0.4930925887308952,-1.2050950694112241,0.7278278784138851,0.0,0.0,False,0.08988554207418013,0.41717162983378975,-1.1760554254158075,1.355826509564168,4,6,0.639161887370072,2.57128450276156,0.0101322051779831,0.0678307369719902,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR2,-0.2779903527020122,0.5639689817983251,-1.3833695570267295,0.827388851622705,0.18918151175755965,19.805278844105676,False,0.8152030275259703,0.4582014151721359,-0.5115322725717082,2.1419383276236488,4,6,0.50401750653854,2.23239639410539,0.0255887759301936,0.12303644465453,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR3,-0.6860777530977373,0.4979732290747141,-1.6621052820841768,0.2899497758887023,0.0,0.0,True,0.08415653130020948,0.41710931177669686,-1.181689878072333,1.350002940672752,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR4,-0.6037932517640342,0.4991793586401474,-1.582184794698723,0.3745982911706547,0.0,0.0,True,0.7800044132362262,0.454692096958416,-0.5416404557340472,2.1016492822064996,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR6,-0.43513379876170394,0.4970294553834019,-1.4093115313131717,0.5390439337897637,0.0,0.0,True,0.5447437764632642,0.4352132780413829,-0.748281872518138,1.8377694254446664,4,6,0.562740370059149,2.89101416341806,0.0038400081390141,0.0359126047563854,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR7,0.5218550479478103,0.8168751906676577,-1.0792203257607986,2.1229304216564193,1.133875597818811,56.67051699066619,False,-1.2722473425388676,0.5178299979539923,-2.68267129303746,0.13817660795972508,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTMR9,0.24110600576149274,0.48790245739646293,-0.7151828107355745,1.19739482225856,0.0,0.0,False,1.302319506380512,0.5226689227103655,-0.114679058715494,2.719318071476518,4,6,0.460800652854739,2.14719242386645,0.0317779656134805,0.14123540272658,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTO1,-0.6640752960000523,0.5080208833898631,-1.659796227444184,0.3316456354440792,0.0,0.0,False,-0.4554801824040956,0.4296330539518459,-1.7401896203944185,0.8292292555862274,4,6,-0.752612656449139,-2.22528539110401,0.0260620855334685,0.124548818918175,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTOR,0.45407270606259,0.49050619493891057,-0.5073194360176747,1.4154648481428547,0.0,0.0,True,-1.8973518900293187,0.6416631788290309,-3.4673879621593846,-0.327315817899253,4,6,-0.47954077800186,-2.35858720221346,0.018344649199437,0.099616053375885,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTPAP,-0.35286763604282867,0.48347693042267853,-1.3004824196712785,0.5947471475856212,0.0,0.0,True,0.7149272043544713,0.4486117233870479,-0.5978510695987821,2.0277054783077246,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTPN,0.18209158060663863,0.485583451622361,-0.7696519845731888,1.1338351457864662,0.0,0.0,False,0.6237915854774019,0.44098641304869235,-0.677781848627588,1.9253650195823917,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTR,-0.4884643363699288,0.48702886337741563,-1.4430409085896634,0.46611223584980577,0.0,0.0,True,-0.3556296347824003,0.42457119398763316,-1.6327485402970323,0.9214892707322316,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTRF1,0.34018847664548374,0.5207885445584285,-0.680557070689036,1.3609340239800034,0.04349814606713681,5.140050451835372,False,0.7372936893175174,0.4506417906858814,-0.5784515379582201,2.053038916593255,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTRF1L,-0.929137774124615,0.5212896960545392,-1.9508655783915119,0.09259003014228195,0.0,0.0,True,3.4262863201425433,1.1503815383914124,1.3240718406270848,5.528500799658001,4,6,1.77369852209925,3.77464557684806,0.0001602353141022,0.0042617559981119,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTRR,-0.6837438731075476,1.0908894907707014,-2.8218872750181223,1.454399528803027,2.50887042058991,71.24197690686576,False,0.06033940892858831,0.4168942194335324,-1.2051805764433765,1.325859394300553,4,6,0.814300743079696,2.37015034977992,0.0177808530487225,0.0977611142789894,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTSS1,-1.8904683520568024,0.6247661424608635,-3.115009991280095,-0.66592671283351,0.0,0.0,True,-1.1179070605489694,0.494773928918244,-2.49657436099978,0.2607602399018414,4,6,-0.619030595961075,-2.44918196441883,0.0143181093353848,0.0852112698072144,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTTP,0.07834276804018354,0.700516832038941,-1.2946702227561406,1.4513557588365078,0.6708908886632061,45.565337724847325,False,0.5898496727634285,0.4384118314453619,-0.7079187548385463,1.8876181003654033,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTUS1,-0.3182117122669504,0.49708746965389605,-1.2925031527885866,0.656079728254686,0.0,0.0,False,0.15539072000590143,0.4181758089081637,-1.1120729629063946,1.4228544029181975,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTUS2,1.4938501522649412,1.0339205277091439,-0.5326340820449809,3.5203343865748633,1.9622068026429613,62.88443950912943,True,0.010258620889315362,0.4166732441230761,-1.2549259247889857,1.2754431665676165,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTX1,0.43243790595507836,0.48813392858732507,-0.5243045940760788,1.3891804059862354,0.0,0.0,True,0.982275701447556,0.4769707637700597,-0.3713604705348055,2.3359118734299176,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTX2,1.4229870090012777,1.4027445780256447,-1.3263923639289856,4.172366381931541,4.352795759563525,76.32639609285026,False,0.3457162445033704,0.4241366492737613,-0.9307489339680526,1.6221814229747933,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MTX3,-0.7178432592484185,0.49811302982678785,-1.6941447977089226,0.25845827921208564,0.0,0.0,True,0.5276328775414515,0.4340664450080837,-0.7636880179539535,1.8189537730368563,4,6,2.2633401891337,3.14982535264388,0.0016336809138636,0.0210370064446827,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUC1,2.299184548741671,0.6892841295872165,0.9481876547507269,3.6501814427326154,0.0,0.0,True,-0.42769059096502204,0.42809911926666727,-1.710104555554783,0.8547233736247389,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUC13,-0.2906024736941177,0.7492008692117101,-1.7590361773490697,1.1778312299608342,0.8518980028602342,50.586441165628315,False,-0.2475173096485089,0.42049571782764394,-1.5184918765091824,1.0234572572121647,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUC6,-0.7832709265545982,0.5043801405006486,-1.7718560019358693,0.2053141488266731,0.0,0.0,True,1.2846804931262137,0.5198169147553549,-0.12844676926885157,2.697807755521279,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUL1,0.32402795178583677,0.5475325416377285,-0.749135829824111,1.3971917333957844,0.11614628101067401,12.43515419946717,False,0.17469101392069167,0.4185739760632066,-1.0933759348026062,1.4427579626439895,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUS81,0.14030315228861587,0.4911586339907033,-0.8223677703331626,1.1029740749103942,0.0,0.0,False,0.9672788782101142,0.47514344343113024,-0.38376185111118566,2.318319607531414,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUSK,-0.02736967230949454,0.4912270928452503,-0.990174774286185,0.9354354296671961,0.0,0.0,False,0.8602271851656459,0.46291609229779235,-0.4733163874900058,2.1937707578212975,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUSTN1,2.9832196188071944,0.7866309740373626,1.4414229096939637,4.525016327920425,0.0,0.0,True,0.4756506365412615,0.4308068871692984,-0.810812630617804,1.7621139037003268,4,6,1.815128675445,2.11458626112764,0.0344652256384266,0.148695704772381,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MUTYH,-0.30848843932632186,0.5549619615436173,-1.396213883951812,0.7792370052991682,0.15951414799700023,17.212720046300483,False,-0.08345207725885605,0.4171019322415928,-1.3492872888481462,1.182383134330434,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MVD,0.5788362081424641,0.7267646161504311,-0.8456224395123808,2.003294855797309,0.7207721922061795,45.39097301024804,False,-0.8972836722410329,0.4669865409460638,-2.2366773767575197,0.4421100322754541,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MVK,1.019235264133929,1.3801867178948946,-1.6859307029400643,3.7244012312079224,4.05580317415891,76.05288384374677,False,0.07030185259620658,0.41697556357157034,-1.1953415904858269,1.3359452956782403,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MVP,1.3769544486789684,0.561334860359453,0.2767381223744405,2.477170774983496,0.0,0.0,True,0.15868705797924396,0.4182405155647984,-1.1088746819741713,1.426248797932659,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MX1,1.2382413497285578,0.5523705906625157,0.15559499203002702,2.3208877074270884,0.0,0.0,True,-0.6222725202818974,0.4408681097602907,-1.9236713563253036,0.679126315761509,4,6,-1.53585232609532,-2.96425587690494,0.0030341587852793,0.030981963073807,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MXD1,1.5872514468781296,0.5941519774687567,0.4227135710393666,2.751789322716893,0.0,0.0,True,0.974377500035203,0.47600488620259496,-0.3778874040556667,2.3266424041260727,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MXD3,0.7066773765747321,0.5028596581491259,-0.2789275533975547,1.692282306547019,0.0,0.0,True,0.37945966681345683,0.42566601908780294,-0.8993048067811547,1.6582241404080684,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MXD4,-0.22644167412827867,0.49011863040127757,-1.1870741897147827,0.7341908414582253,0.0,0.0,False,-0.022857108927255676,0.4166993196309487,-1.288081241756792,1.2423670239022808,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MXI1,-0.47255502231882957,0.48804600753649174,-1.4291251970903533,0.4840151524526943,0.0,0.0,True,0.4104054451699177,0.4271937060057366,-0.870651673381647,1.6914625637214824,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MXRA7,-1.3750561511182748,0.5540505073343922,-2.4609951454936834,-0.2891171567428661,0.0,0.0,True,-0.42656053934885274,0.42803878502476567,-1.7088841321097206,0.8557630534120151,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MXRA8,1.85654273228518,1.0347569880567822,-0.17158096430611303,3.884666428876473,1.8380441662656486,57.54525322333075,True,0.6003597899084498,0.43919365900034907,-0.6985652889224045,1.8992848687393042,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYADM,-1.4144651227132372,0.572573488228178,-2.5367091596404663,-0.29222108578600836,0.0,0.0,True,-0.2153614873384128,0.41956545230595504,-1.4849293829543018,1.054206408277476,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYADML2,-0.6220763279150653,0.494024413441983,-1.590364178261352,0.34621152243122133,0.0,0.0,True,0.07859574841016821,0.41705274739592635,-1.187164827052739,1.3443563238730756,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYB,0.6028270760989022,0.4921715558291042,-0.36182917332614206,1.5674833255239464,0.0,0.0,True,0.34400423695202864,0.4240628488567259,-0.9323498832544281,1.6203583571584854,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYBBP1A,0.9758017318256206,0.5325281491802893,-0.06795344056774655,2.019556904218988,0.0,0.0,True,0.3698873433342799,0.4252177070890974,-0.9082035546669054,1.6479782413354653,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYBL1,-0.5026653868512752,0.7286209691522696,-1.9307624863897235,0.9254317126871732,0.7582484089193935,47.59826906223778,False,0.5680506643665749,0.4368342639971234,-0.7273807342691648,1.8634820630023148,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYBL2,0.7251757604808482,0.49904353410146307,-0.25294956635801935,1.7033010873197156,0.0,0.0,True,1.8775284674452315,0.6369862382958692,0.31322468203863374,3.441832252851829,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYBPC1,-0.19324320019061025,0.4932276903496664,-1.1599694732759565,0.7734830728947358,0.0,0.0,False,-0.12149864885155791,0.4175892867712138,-1.388073164646146,1.14507586694303,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYC,2.421638761611746,1.1802584033890082,0.10833229096928987,4.734945232254201,2.2014325708444327,55.91396867165474,True,0.2781928993458402,0.4215036222445695,-0.9943039828565243,1.5506897815482048,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYCBP,0.8913285741321515,0.8939875892729869,-0.8608871008429029,2.643544249107206,1.401536515049445,58.63651001681469,False,0.4426190549892596,0.42891114340664077,-0.8410105833842673,1.7262486933627863,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYCBP2,-0.5938984587559721,0.5014166420624966,-1.5766750771984654,0.3888781596865212,0.0,0.0,True,0.4885783951161036,0.4315859696775559,-0.7990475836189088,1.776204373851116,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYCBPAP,0.0028355992021837475,0.48154547964720035,-0.9409935409063289,0.9466647393106965,0.0,0.0,False,-0.1511753384534501,0.41809504060144886,-1.41851661371222,1.11616593680532,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYCN,-1.4436249849486145,1.0466515543808,-3.495062031534982,0.6078120616377531,2.0660279235053456,64.29497282257243,True,-0.17815863543442798,0.4186504478779078,-1.4463414142828757,1.0900241434140197,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYCT1,0.16650575692856473,0.894960605999341,-1.5876170308301436,1.9206285446872733,1.52363042786296,63.41868576741317,False,0.5435577907539572,0.43513260865974934,-0.7493480176587412,1.8364635991666556,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYD88,1.5336166845985166,0.6504648981144131,0.2587054842942669,2.8085278849027664,0.16572592015072604,11.940269382132195,True,0.8818223335270632,0.46526733091086137,-0.45510360998183774,2.218748277035964,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYEF2,-0.6292066492311676,0.5604498384918728,-1.7276883326752384,0.46927503421290306,0.14279041425406144,15.062036937757025,False,-0.30163203166773256,0.4223530343246669,-1.5754104333772452,0.9721463700417801,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYH10,-0.19824324519203745,0.47956472048630094,-1.1381900973451873,0.7417036069611125,0.0,0.0,False,-0.13645692025794187,0.4178304473595593,-1.4033971108654084,1.1304832703495244,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYH11,-0.19126303719830853,0.4781810767380186,-1.128497947604825,0.7459718732082079,0.0,0.0,True,0.7184016544950707,0.4489229752404951,-0.5948319506505966,2.031635259640738,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYH9,0.43700891752271315,0.48480987615207743,-0.5132184397353585,1.387236274780785,0.0,0.0,True,0.3571696431876021,0.4246398012925891,-0.9200524442527969,1.6343917306280011,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL12A,-0.20115769827593796,0.48902590883090513,-1.159648479584512,0.757333083032636,0.0,0.0,False,1.2939902573788726,0.5213173408036318,-0.1211749967279514,2.7091555114856964,4,6,1.64209269499395,3.8360039070036,0.0001250524188881,0.0035992424246547,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL12B,-0.9723284081576389,1.009132295031425,-2.9502277064192315,1.005570890103954,2.0059271380882238,66.24070921397104,False,1.0718935727545407,0.4884764061236975,-0.2979717351370039,2.441758880646085,4,6,0.918153486466992,2.54958633500759,0.0107850803596348,0.0702863479498974,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL4,0.9091544675250776,0.6327695884754352,-0.3310739258867754,2.1493828609369308,0.28877041106013956,23.28226905873253,True,0.11977927135548096,0.4175633587820698,-1.1467559232195452,1.3863144659305073,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL6,0.06667219711960767,0.6005001200932889,-1.1103080382632387,1.2436524325024538,0.3103894509721713,28.6247808095259,False,1.735160910555458,0.6048406282616445,0.21083950168857024,3.2594823194223457,4,6,1.2014509055899,3.72024875950513,0.0001990266459628,0.0050052245618371,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL6B,0.0969043516135077,0.49851173365571916,-0.8801786463517018,1.0739873495787173,0.0,0.0,False,0.9226056603959097,0.4698667419538275,-0.4209121384775639,2.2661234592693833,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL7,0.17942741346674992,0.4931072710823015,-0.787062837854561,1.145917664788061,0.0,0.0,False,-0.5306408689507379,0.4342653999042163,-1.8222576698139186,0.7609759319124428,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYL9,-1.2313323866760622,0.6748340234153474,-2.554007072570143,0.09134229921801862,0.3698672691762055,26.50310623217267,True,0.8160022273041992,0.45828289385200505,-0.5108510294736036,2.142855484082002,4,6,1.07722446175839,2.94502152554308,0.0032293219525623,0.0322297750864773,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYLIP,-0.14970333855536488,0.4887410459777171,-1.1076357886716903,0.8082291115609607,0.0,0.0,False,1.9385822787440898,0.6515479948829559,0.35649922872984896,3.520665328758331,4,6,2.18508292154818,4.83318337154584,1.34366913705342e-06,0.0001325405673054,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYLK,-1.1471167042098087,0.5840967848720886,-2.2919464025591023,-0.0022870058605151122,0.10657258420759574,10.247154153350127,True,0.2688033888281272,0.4211826205320095,-1.0032088575892442,1.5408156352454985,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYLPF,-0.5214340867205767,0.5006286487707168,-1.5026662383111815,0.45979806487002817,0.0,0.0,False,0.5864152541108906,0.43815934480753793,-0.7109794194609712,1.8838099276827522,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYNN,-0.8171412203127835,0.8278205923327379,-2.4396695812849494,0.8053871406593827,1.134189693549387,55.32101664867463,False,0.8226144672615443,0.4589600767759163,-0.5052187417456564,2.150447676268745,4,6,1.45004275157831,2.78042422887217,0.005428792703886,0.0451362797638973,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO10,-1.1456723810238125,0.5364362307547736,-2.197087393303169,-0.09425736874445612,0.0,0.0,True,-0.5139857709743808,0.4331780024644247,-1.8039844586742304,0.7760129167254687,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO16,0.38355493361624493,0.4837934667015035,-0.564680261118702,1.3317901283511917,0.0,0.0,True,-0.32631225725023405,0.4233216472436506,-1.6015504467862942,0.948925932285826,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO18A,-0.4545685780435803,0.5227519293101536,-1.4791623594914811,0.5700252034043206,0.051663580653476954,6.2768837655905045,False,-0.579720826616673,0.4376714314674866,-1.8763929405782158,0.7169512873448699,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO18B,-1.1313963573664447,0.5387534087837531,-2.187353038582601,-0.07543967615028868,0.0,0.0,True,-1.049095012901131,0.48545418829754317,-2.414716047362684,0.31652602156042176,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO19,0.7941299864102744,0.5220872170483123,-0.22916095900441769,1.8174209318249666,0.0,0.0,True,-0.201116752935897,0.4191946634361341,-1.4701235374158907,1.0678900315440967,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO1B,0.4768775763881099,0.5071072387288428,-0.5170526115204219,1.4708077642966417,0.0,0.0,False,0.17901482017684353,0.4186695607818509,-1.0891969069017065,1.4472265472553936,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO1C,0.8068914595338269,0.8126107624877908,-0.7858256349422431,2.399608554009897,1.063559019946658,53.834426108623454,False,0.7781958910738821,0.4545159694719338,-0.5431929798961214,2.0995847620438854,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO1D,-0.5870893789642694,0.49297464456662515,-1.5533196823148545,0.37914092438631586,0.0,0.0,True,-0.2932477923263021,0.4220413083981823,-1.566556038723245,0.9800604540706406,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO1E,-0.9346017368839675,0.6751811420534505,-2.2579567753087306,0.38875330154079546,0.4767461632117898,34.66738667995649,False,-0.05831461594397077,0.41687920381870996,-1.3238118104845022,1.2071825785965609,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MYO1F,0.7377124924731375,0.673264193725636,-0.5818853272291089,2.057310312175384,0.5098097241350497,37.385112949143746,False,0.5365420128407793,0.43465899988811885,-0.7556599891582104,1.828744014839769,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
